<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.06.25	07:01:00	3996.90	3997.39	3993.48	3995.31	378	0	29
2026.06.25	07:02:00	3995.30	3996.59	3994.43	3995.81	375	0	25
2026.06.25	07:03:00	3995.76	3995.99	3994.13	3995.15	282	0	29
2026.06.25	07:04:00	3995.13	3997.21	3993.81	3994.02	348	0	24
2026.06.25	07:05:00	3994.04	3994.85	3992.44	3994.19	417	0	28
2026.06.25	07:06:00	3994.18	3996.12	3993.79	3995.22	201	0	28
2026.06.25	07:07:00	3995.23	3995.65	3994.26	3994.66	332	0	30
2026.06.25	07:08:00	3994.63	3996.82	3994.61	3995.51	362	0	26
2026.06.25	07:09:00	3995.49	3996.57	3994.81	3995.53	305	0	28
2026.06.25	07:10:00	3995.54	3995.54	3992.37	3992.41	276	0	26
2026.06.25	07:11:00	3992.35	3992.85	3990.82	3991.82	408	0	26
2026.06.25	07:12:00	3991.85	3992.14	3990.71	3991.82	364	0	29
2026.06.25	07:13:00	3991.81	3992.34	3990.47	3991.62	339	0	29
2026.06.25	07:14:00	3991.68	3991.72	3989.31	3989.31	356	0	26
2026.06.25	07:15:00	3989.32	3990.13	3988.74	3989.93	366	0	26
2026.06.25	07:16:00	3989.95	3990.53	3988.22	3988.74	357	0	24
2026.06.25	07:17:00	3988.69	3989.29	3987.52	3988.37	383	0	26
2026.06.25	07:18:00	3988.37	3990.31	3987.99	3989.28	309	0	28
2026.06.25	07:19:00	3989.31	3991.70	3989.05	3991.46	298	0	26
2026.06.25	07:20:00	3991.47	3992.48	3990.51	3992.44	297	0	29
2026.06.25	07:21:00	3992.43	3995.35	3992.04	3995.18	298	0	28
2026.06.25	07:22:00	3995.36	3996.11	3994.72	3995.88	345	0	30
2026.06.25	07:23:00	3995.87	3997.10	3994.82	3996.27	283	0	30
2026.06.25	07:24:00	3995.85	3996.19	3995.01	3995.44	171	0	26
2026.06.25	07:25:00	3995.41	3995.57	3993.58	3994.48	182	0	28
2026.06.25	07:26:00	3994.44	3996.13	3994.43	3995.10	176	0	24
2026.06.25	07:27:00	3995.14	3995.55	3994.61	3995.55	119	0	27
2026.06.25	07:28:00	3995.54	3997.57	3995.19	3997.24	297	0	25
2026.06.25	07:29:00	3997.28	3997.40	3994.25	3994.47	282	0	29
2026.06.25	07:30:00	3994.46	3995.09	3994.38	3994.80	263	0	28
2026.06.25	07:31:00	3994.81	3995.85	3992.51	3993.07	320	0	25
2026.06.25	07:32:00	3993.05	3993.34	3990.41	3990.58	319	0	27
2026.06.25	07:33:00	3990.61	3992.03	3990.51	3991.79	267	0	24
2026.06.25	07:34:00	3991.78	3991.78	3989.85	3990.66	213	0	24
2026.06.25	07:35:00	3990.65	3990.97	3988.27	3988.68	313	0	24
2026.06.25	07:36:00	3988.71	3990.16	3988.41	3989.81	301	0	27
2026.06.25	07:37:00	3989.82	3990.02	3988.43	3989.59	243	0	26
2026.06.25	07:38:00	3989.61	3990.75	3988.36	3989.56	284	0	26
2026.06.25	07:39:00	3989.57	3989.99	3987.36	3987.48	174	0	28
2026.06.25	07:40:00	3987.41	3988.18	3986.25	3986.50	143	0	24
2026.06.25	07:41:00	3986.38	3986.38	3983.59	3985.34	334	0	25
2026.06.25	07:42:00	3985.32	3987.41	3984.01	3987.41	225	0	24
2026.06.25	07:43:00	3987.53	3989.27	3986.41	3988.84	349	0	26
2026.06.25	07:44:00	3988.83	3991.99	3988.14	3991.98	316	0	26
2026.06.25	07:45:00	3992.00	3994.96	3991.23	3994.29	381	0	24
2026.06.25	07:46:00	3994.35	3995.62	3994.31	3995.42	345	0	24
2026.06.25	07:47:00	3995.48	3995.61	3993.58	3994.77	320	0	27
2026.06.25	07:48:00	3994.74	3994.74	3992.38	3992.74	319	0	28
2026.06.25	07:49:00	3992.74	3992.91	3991.38	3992.28	245	0	24
2026.06.25	07:50:00	3992.29	3994.41	3992.28	3993.05	274	0	27
2026.06.25	07:51:00	3993.02	3994.57	3992.68	3993.38	246	0	24
2026.06.25	07:52:00	3993.34	3993.96	3992.83	3993.55	199	0	29
2026.06.25	07:53:00	3993.49	3995.84	3992.84	3995.59	311	0	28
2026.06.25	07:54:00	3995.58	3997.20	3995.38	3995.67	346	0	27
2026.06.25	07:55:00	3995.60	3996.16	3995.23	3996.11	331	0	27
2026.06.25	07:56:00	3996.10	3996.10	3994.53	3995.21	292	0	26
2026.06.25	07:57:00	3995.26	3996.06	3995.15	3996.03	282	0	30
2026.06.25	07:58:00	3995.95	3996.26	3994.83	3994.96	225	0	28
2026.06.25	07:59:00	3994.92	3996.26	3994.73	3996.02	279	0	28
2026.06.25	08:00:00	3996.01	3997.06	3994.54	3994.54	280	0	26
2026.06.25	08:01:00	3994.53	3996.22	3994.52	3995.62	316	0	24
2026.06.25	08:02:00	3995.61	3996.98	3994.94	3995.00	367	0	24
2026.06.25	08:03:00	3994.99	3996.72	3994.87	3996.41	318	0	29
2026.06.25	08:04:00	3996.47	3998.17	3996.47	3996.90	312	0	24
2026.06.25	08:05:00	3996.87	3996.88	3993.97	3994.52	294	0	27
2026.06.25	08:06:00	3994.55	3994.55	3992.56	3993.34	339	0	27
2026.06.25	08:07:00	3993.35	3993.87	3992.14	3993.76	300	0	26
2026.06.25	08:08:00	3993.73	3996.99	3993.08	3996.43	349	0	24
2026.06.25	08:09:00	3996.46	3999.27	3996.07	3999.13	378	0	24
2026.06.25	08:10:00	3999.10	3999.41	3997.23	3998.08	324	0	25
2026.06.25	08:11:00	3998.07	3998.10	3996.27	3997.70	336	0	26
2026.06.25	08:12:00	3997.71	3998.53	3996.37	3998.53	289	0	29
2026.06.25	08:13:00	3998.49	3999.98	3998.07	3998.62	350	0	29
2026.06.25	08:14:00	3998.59	3998.59	3996.77	3998.23	223	0	29
2026.06.25	08:15:00	3998.35	3998.56	3996.33	3996.96	308	0	29
2026.06.25	08:16:00	3997.13	3997.25	3993.86	3994.46	302	0	26
2026.06.25	08:17:00	3994.49	3994.83	3992.18	3992.55	325	0	26
2026.06.25	08:18:00	3992.53	3992.53	3990.55	3990.57	355	0	26
2026.06.25	08:19:00	3990.62	3992.70	3989.09	3992.20	282	0	24
2026.06.25	08:20:00	3992.22	3992.74	3991.15	3992.45	250	0	26
2026.06.25	08:21:00	3992.47	3993.63	3991.16	3991.28	223	0	26
2026.06.25	08:22:00	3991.23	3993.93	3991.23	3992.43	295	0	25
2026.06.25	08:23:00	3992.42	3993.61	3991.39	3993.54	318	0	24
2026.06.25	08:24:00	3993.62	3995.22	3993.28	3995.15	287	0	24
2026.06.25	08:25:00	3995.81	3998.97	3990.75	3991.60	459	0	24
2026.06.25	08:26:00	3991.55	3995.58	3991.54	3992.75	396	0	26
2026.06.25	08:27:00	3992.79	3996.79	3992.26	3996.17	299	0	30
2026.06.25	08:28:00	3996.16	3996.26	3992.40	3992.77	296	0	26
2026.06.25	08:29:00	3992.76	3996.62	3992.76	3994.18	379	0	24
2026.06.25	08:30:00	3994.04	3995.56	3985.76	3988.57	538	0	26
2026.06.25	08:31:00	3988.54	3990.29	3987.31	3989.00	481	0	24
2026.06.25	08:32:00	3989.31	3997.46	3989.31	3993.44	512	0	26
2026.06.25	08:33:00	3993.36	3994.54	3990.16	3992.43	444	0	29
2026.06.25	08:34:00	3992.49	3995.02	3991.02	3995.00	342	0	24
2026.06.25	08:35:00	3995.01	3995.89	3988.10	3989.11	418	0	24
2026.06.25	08:36:00	3989.38	3989.73	3985.15	3986.70	376	0	26
2026.06.25	08:37:00	3986.76	3987.61	3985.10	3986.10	323	0	29
2026.06.25	08:38:00	3986.13	3986.93	3984.57	3986.65	418	0	27
2026.06.25	08:39:00	3986.75	3986.75	3984.50	3984.89	358	0	28
2026.06.25	08:40:00	3984.86	3986.55	3984.39	3984.51	414	0	26
2026.06.25	08:41:00	3984.22	3984.89	3982.69	3982.96	453	0	24
2026.06.25	08:42:00	3982.97	3984.14	3981.68	3983.66	417	0	26
2026.06.25	08:43:00	3983.66	3983.67	3982.48	3982.92	421	0	29
2026.06.25	08:44:00	3982.98	3984.53	3982.88	3983.14	394	0	28
2026.06.25	08:45:00	3983.11	3984.37	3980.81	3982.86	501	0	29
2026.06.25	08:46:00	3982.88	3983.61	3980.39	3981.18	467	0	27
2026.06.25	08:47:00	3981.17	3982.87	3980.48	3981.60	409	0	25
2026.06.25	08:48:00	3981.57	3984.09	3981.01	3983.17	376	0	28
2026.06.25	08:49:00	3983.18	3983.78	3982.62	3983.22	370	0	29
2026.06.25	08:50:00	3983.35	3986.98	3982.57	3986.23	469	0	24
2026.06.25	08:51:00	3986.20	3987.34	3985.51	3987.30	390	0	26
2026.06.25	08:52:00	3987.31	3988.21	3986.38	3986.50	392	0	24
2026.06.25	08:53:00	3986.54	3987.14	3985.66	3986.84	305	0	24
2026.06.25	08:54:00	3986.86	3988.96	3986.77	3988.39	350	0	24
2026.06.25	08:55:00	3988.42	3991.31	3988.42	3990.61	404	0	26
2026.06.25	08:56:00	3990.61	3991.40	3988.73	3990.22	351	0	24
2026.06.25	08:57:00	3990.32	3990.54	3987.68	3989.18	367	0	24
2026.06.25	08:58:00	3989.17	3991.19	3989.17	3990.11	319	0	24
2026.06.25	08:59:00	3990.06	3991.58	3986.24	3986.40	392	0	24
2026.06.25	09:00:00	3986.34	3988.08	3985.52	3985.52	299	0	24
2026.06.25	09:01:00	3985.50	3985.81	3981.97	3984.21	326	0	24
2026.06.25	09:02:00	3984.07	3984.50	3981.93	3983.80	301	0	24
2026.06.25	09:03:00	3983.78	3985.64	3981.99	3985.62	308	0	24
2026.06.25	09:04:00	3985.66	3986.66	3985.33	3986.52	327	0	26
2026.06.25	09:05:00	3986.64	3989.12	3984.73	3984.88	389	0	24
2026.06.25	09:06:00	3984.84	3985.21	3983.04	3984.91	366	0	26
2026.06.25	09:07:00	3984.90	3986.64	3984.48	3985.75	273	0	26
2026.06.25	09:08:00	3985.84	3987.38	3985.17	3986.59	223	0	27
2026.06.25	09:09:00	3986.38	3987.20	3985.11	3986.02	293	0	24
2026.06.25	09:10:00	3985.97	3986.37	3984.81	3985.64	315	0	26
2026.06.25	09:11:00	3985.60	3985.88	3983.36	3985.36	284	0	27
2026.06.25	09:12:00	3985.43	3985.54	3980.90	3982.42	338	0	26
2026.06.25	09:13:00	3982.43	3983.21	3981.28	3981.91	269	0	24
2026.06.25	09:14:00	3981.87	3982.05	3979.82	3980.09	270	0	26
2026.06.25	09:15:00	3980.00	3980.28	3977.52	3977.74	377	0	26
2026.06.25	09:16:00	3977.69	3978.73	3975.70	3976.64	385	0	26
2026.06.25	09:17:00	3976.68	3978.72	3976.04	3976.74	333	0	26
2026.06.25	09:18:00	3976.46	3978.10	3975.73	3977.53	296	0	25
2026.06.25	09:19:00	3977.56	3977.61	3974.52	3974.65	287	0	26
2026.06.25	09:20:00	3974.62	3981.57	3974.02	3981.27	385	0	24
2026.06.25	09:21:00	3981.28	3981.48	3978.61	3979.52	379	0	24
2026.06.25	09:22:00	3979.48	3979.67	3977.66	3978.60	275	0	24
2026.06.25	09:23:00	3978.58	3978.93	3976.17	3978.31	257	0	24
2026.06.25	09:24:00	3978.32	3979.24	3976.72	3979.16	267	0	24
2026.06.25	09:25:00	3979.11	3980.17	3978.17	3979.05	293	0	26
2026.06.25	09:26:00	3979.10	3982.17	3979.01	3981.31	335	0	26
2026.06.25	09:27:00	3981.33	3984.75	3980.89	3984.19	367	0	24
2026.06.25	09:28:00	3984.17	3986.87	3982.72	3983.51	374	0	24
2026.06.25	09:29:00	3983.47	3985.22	3982.54	3984.27	349	0	26
2026.06.25	09:30:00	3984.23	3984.50	3982.44	3983.04	392	0	24
2026.06.25	09:31:00	3983.27	3985.12	3978.71	3979.23	467	0	24
2026.06.25	09:32:00	3979.28	3982.87	3978.32	3982.70	413	0	24
2026.06.25	09:33:00	3982.75	3982.75	3979.95	3980.72	286	0	24
2026.06.25	09:34:00	3980.91	3981.58	3978.28	3980.09	343	0	24
2026.06.25	09:35:00	3980.08	3981.05	3976.61	3977.44	452	0	26
2026.06.25	09:36:00	3977.39	3979.06	3976.73	3979.04	313	0	24
2026.06.25	09:37:00	3979.16	3979.74	3977.29	3978.47	338	0	24
2026.06.25	09:38:00	3978.50	3980.54	3978.36	3979.26	336	0	24
2026.06.25	09:39:00	3979.25	3981.15	3979.19	3980.56	361	0	25
2026.06.25	09:40:00	3980.57	3980.57	3977.61	3979.05	290	0	25
2026.06.25	09:41:00	3979.04	3981.46	3977.54	3981.46	347	0	24
2026.06.25	09:42:00	3981.37	3983.70	3981.32	3983.46	385	0	24
2026.06.25	09:43:00	3983.52	3983.63	3980.88	3982.19	300	0	25
2026.06.25	09:44:00	3982.20	3982.42	3981.46	3982.17	218	0	26
2026.06.25	09:45:00	3982.12	3984.11	3982.07	3983.68	306	0	24
2026.06.25	09:46:00	3983.65	3984.23	3981.84	3982.72	336	0	24
2026.06.25	09:47:00	3982.77	3983.20	3981.30	3981.33	233	0	24
2026.06.25	09:48:00	3981.39	3982.11	3980.62	3981.94	187	0	24
2026.06.25	09:49:00	3981.99	3982.98	3981.59	3982.82	263	0	24
2026.06.25	09:50:00	3982.80	3984.09	3982.34	3983.99	265	0	24
2026.06.25	09:51:00	3984.00	3984.11	3982.06	3982.52	299	0	25
2026.06.25	09:52:00	3982.45	3983.63	3981.76	3982.27	249	0	24
2026.06.25	09:53:00	3982.28	3982.35	3979.49	3979.49	281	0	26
2026.06.25	09:54:00	3979.32	3979.96	3977.65	3977.66	291	0	26
2026.06.25	09:55:00	3977.65	3980.23	3976.69	3980.17	329	0	24
2026.06.25	09:56:00	3980.16	3981.18	3978.45	3978.83	308	0	26
2026.06.25	09:57:00	3978.82	3978.94	3976.06	3977.07	328	0	24
2026.06.25	09:58:00	3977.05	3978.98	3975.99	3978.49	325	0	24
2026.06.25	09:59:00	3978.50	3980.18	3977.16	3977.50	350	0	24
2026.06.25	10:00:00	3977.49	3978.03	3973.90	3974.14	395	0	24
2026.06.25	10:01:00	3974.14	3975.29	3973.46	3974.02	336	0	26
2026.06.25	10:02:00	3974.17	3975.09	3973.60	3974.50	254	0	24
2026.06.25	10:03:00	3974.56	3978.48	3974.56	3976.60	404	0	24
2026.06.25	10:04:00	3976.65	3979.80	3976.11	3979.77	350	0	24
2026.06.25	10:05:00	3979.80	3982.33	3978.48	3979.03	288	0	24
2026.06.25	10:06:00	3979.08	3981.96	3978.46	3980.72	243	0	24
2026.06.25	10:07:00	3980.75	3983.08	3980.72	3982.78	277	0	24
2026.06.25	10:08:00	3982.94	3984.31	3982.84	3983.43	328	0	24
2026.06.25	10:09:00	3983.49	3985.19	3983.42	3984.77	341	0	24
2026.06.25	10:10:00	3984.75	3985.39	3982.92	3983.21	285	0	24
2026.06.25	10:11:00	3983.30	3986.09	3982.59	3984.80	279	0	24
2026.06.25	10:12:00	3984.84	3984.99	3981.16	3981.42	202	0	24
2026.06.25	10:13:00	3981.40	3981.77	3978.58	3980.08	221	0	24
2026.06.25	10:14:00	3980.22	3981.58	3979.77	3979.91	289	0	24
2026.06.25	10:15:00	3979.96	3980.82	3977.81	3978.55	271	0	24
2026.06.25	10:16:00	3978.51	3978.51	3977.54	3978.07	168	0	26
2026.06.25	10:17:00	3978.03	3981.35	3977.67	3981.05	211	0	24
2026.06.25	10:18:00	3981.08	3983.34	3980.89	3983.04	187	0	24
2026.06.25	10:19:00	3983.05	3984.79	3981.76	3984.74	194	0	24
2026.06.25	10:20:00	3984.75	3986.73	3983.11	3983.30	332	0	24
2026.06.25	10:21:00	3983.40	3984.83	3981.19	3982.31	246	0	24
2026.06.25	10:22:00	3982.27	3982.79	3979.72	3980.93	217	0	24
2026.06.25	10:23:00	3981.05	3983.55	3980.13	3983.46	208	0	26
2026.06.25	10:24:00	3983.49	3984.80	3983.21	3983.92	228	0	24
2026.06.25	10:25:00	3983.90	3984.47	3982.40	3982.52	249	0	24
2026.06.25	10:26:00	3982.55	3983.32	3982.05	3983.16	191	0	24
2026.06.25	10:27:00	3983.15	3988.32	3983.15	3988.22	294	0	24
2026.06.25	10:28:00	3988.33	3989.73	3987.54	3988.29	325	0	24
2026.06.25	10:29:00	3988.42	3988.73	3985.02	3985.12	373	0	24
2026.06.25	10:30:00	3985.16	3986.47	3982.83	3986.34	362	0	24
2026.06.25	10:31:00	3986.41	3987.29	3985.27	3986.23	244	0	24
2026.06.25	10:32:00	3986.28	3989.36	3986.15	3986.40	383	0	24
2026.06.25	10:33:00	3986.42	3986.47	3983.93	3983.93	317	0	24
2026.06.25	10:34:00	3983.94	3985.00	3982.28	3983.14	282	0	24
2026.06.25	10:35:00	3983.11	3985.14	3982.15	3983.29	307	0	24
2026.06.25	10:36:00	3983.27	3983.31	3981.42	3982.52	285	0	26
2026.06.25	10:37:00	3982.51	3983.29	3981.58	3981.66	312	0	26
2026.06.25	10:38:00	3981.67	3982.00	3980.16	3981.02	296	0	27
2026.06.25	10:39:00	3981.03	3981.23	3978.13	3978.15	295	0	26
2026.06.25	10:40:00	3978.11	3979.57	3977.74	3978.25	261	0	24
2026.06.25	10:41:00	3978.24	3979.43	3976.83	3979.39	276	0	24
2026.06.25	10:42:00	3979.34	3981.53	3977.99	3978.02	265	0	26
2026.06.25	10:43:00	3977.96	3978.90	3976.19	3976.20	293	0	24
2026.06.25	10:44:00	3976.14	3976.42	3973.56	3974.50	331	0	26
2026.06.25	10:45:00	3974.51	3975.36	3971.34	3973.83	349	0	24
2026.06.25	10:46:00	3973.81	3976.49	3973.61	3975.92	366	0	24
2026.06.25	10:47:00	3975.92	3975.92	3974.25	3975.72	231	0	24
2026.06.25	10:48:00	3975.81	3977.29	3974.63	3976.81	248	0	24
2026.06.25	10:49:00	3976.74	3977.50	3976.21	3977.37	222	0	24
2026.06.25	10:50:00	3977.40	3977.80	3975.88	3975.97	228	0	24
2026.06.25	10:51:00	3976.01	3977.51	3975.09	3977.04	252	0	24
2026.06.25	10:52:00	3977.01	3977.61	3975.58	3976.53	264	0	26
2026.06.25	10:53:00	3976.56	3977.15	3975.37	3976.94	305	0	27
2026.06.25	10:54:00	3976.93	3977.36	3974.68	3977.00	273	0	24
2026.06.25	10:55:00	3977.03	3978.96	3976.81	3978.75	265	0	24
2026.06.25	10:56:00	3978.72	3982.73	3977.57	3982.46	278	0	24
2026.06.25	10:57:00	3982.43	3983.00	3981.49	3982.36	228	0	24
2026.06.25	10:58:00	3982.34	3988.92	3982.34	3987.54	369	0	24
2026.06.25	10:59:00	3987.48	3988.83	3986.72	3987.74	273	0	24
2026.06.25	11:00:00	3987.73	3990.58	3987.25	3990.57	374	0	24
2026.06.25	11:01:00	3990.49	3992.81	3990.03	3991.97	316	0	25
2026.06.25	11:02:00	3991.98	3995.23	3991.14	3994.26	320	0	24
2026.06.25	11:03:00	3994.31	3994.79	3989.17	3991.15	451	0	24
2026.06.25	11:04:00	3991.11	3991.96	3989.82	3990.07	353	0	24
2026.06.25	11:05:00	3990.17	3992.43	3990.17	3991.02	364	0	24
2026.06.25	11:06:00	3991.07	3992.73	3990.04	3990.47	323	0	24
2026.06.25	11:07:00	3990.49	3991.24	3988.82	3989.03	244	0	26
2026.06.25	11:08:00	3989.00	3989.96	3987.68	3987.68	286	0	24
2026.06.25	11:09:00	3987.64	3988.80	3987.52	3988.11	259	0	24
2026.06.25	11:10:00	3988.07	3988.15	3985.42	3987.93	309	0	24
2026.06.25	11:11:00	3987.95	3988.35	3984.39	3985.22	286	0	24
2026.06.25	11:12:00	3985.20	3989.24	3984.25	3988.49	275	0	24
2026.06.25	11:13:00	3988.63	3989.34	3985.96	3989.05	335	0	24
2026.06.25	11:14:00	3989.06	3989.47	3986.70	3986.88	245	0	24
2026.06.25	11:15:00	3986.81	3987.37	3986.15	3987.10	251	0	24
2026.06.25	11:16:00	3987.05	3989.26	3986.93	3989.18	262	0	26
2026.06.25	11:17:00	3989.21	3994.63	3989.02	3993.30	332	0	24
2026.06.25	11:18:00	3993.32	3994.73	3992.59	3994.47	282	0	24
2026.06.25	11:19:00	3994.43	3995.06	3993.40	3994.54	285	0	24
2026.06.25	11:20:00	3994.68	3997.38	3994.38	3997.01	420	0	24
2026.06.25	11:21:00	3996.92	3998.55	3995.76	3998.55	272	0	26
2026.06.25	11:22:00	3998.44	4001.28	3997.30	3998.35	343	0	24
2026.06.25	11:23:00	3998.23	3999.68	3997.28	3998.65	376	0	26
2026.06.25	11:24:00	3998.63	3999.20	3996.54	3996.98	335	0	24
2026.06.25	11:25:00	3996.95	3996.95	3993.78	3993.78	274	0	24
2026.06.25	11:26:00	3993.86	3994.33	3992.46	3993.97	300	0	24
2026.06.25	11:27:00	3993.95	3994.81	3992.30	3994.59	280	0	26
2026.06.25	11:28:00	3994.62	3995.59	3994.51	3994.64	348	0	26
2026.06.25	11:29:00	3994.65	3994.66	3993.15	3993.65	283	0	24
2026.06.25	11:30:00	3993.57	3996.31	3993.57	3995.69	317	0	28
2026.06.25	11:31:00	3995.71	3998.08	3994.87	3997.47	271	0	24
2026.06.25	11:32:00	3997.44	3997.86	3995.99	3997.86	334	0	26
2026.06.25	11:33:00	3997.85	3999.51	3997.56	3999.12	318	0	24
2026.06.25	11:34:00	3999.11	4000.82	3998.48	4000.75	318	0	24
2026.06.25	11:35:00	4000.68	4000.68	3996.54	3996.77	306	0	24
2026.06.25	11:36:00	3996.79	3998.93	3996.11	3998.88	223	0	26
2026.06.25	11:37:00	3998.92	3999.17	3996.66	3996.80	224	0	24
2026.06.25	11:38:00	3996.83	3997.88	3996.14	3997.87	212	0	24
2026.06.25	11:39:00	3997.92	4001.79	3997.44	4001.38	263	0	24
2026.06.25	11:40:00	4001.42	4001.99	3999.69	3999.69	224	0	24
2026.06.25	11:41:00	3999.69	4000.66	3999.08	4000.66	214	0	26
2026.06.25	11:42:00	4000.87	4000.96	3998.46	3999.01	221	0	24
2026.06.25	11:43:00	3998.99	3999.83	3998.31	3999.38	185	0	26
2026.06.25	11:44:00	3999.41	4000.22	3998.91	3999.55	208	0	26
2026.06.25	11:45:00	3999.58	3999.73	3996.19	3996.40	276	0	24
2026.06.25	11:46:00	3996.42	3997.31	3996.17	3996.26	272	0	26
2026.06.25	11:47:00	3996.26	3996.63	3993.55	3994.23	336	0	24
2026.06.25	11:48:00	3994.18	3995.53	3991.66	3992.48	343	0	24
2026.06.25	11:49:00	3992.46	3993.24	3992.08	3992.52	253	0	27
2026.06.25	11:50:00	3992.49	3992.79	3989.62	3991.82	255	0	24
2026.06.25	11:51:00	3991.82	3993.64	3991.16	3993.64	250	0	26
2026.06.25	11:52:00	3993.61	3993.65	3991.34	3992.74	299	0	24
2026.06.25	11:53:00	3992.75	3993.77	3992.36	3992.38	202	0	24
2026.06.25	11:54:00	3992.37	3992.80	3990.53	3990.75	233	0	27
2026.06.25	11:55:00	3990.73	3991.02	3989.55	3990.59	256	0	28
2026.06.25	11:56:00	3990.57	3990.70	3989.20	3989.29	165	0	27
2026.06.25	11:57:00	3989.24	3990.51	3989.24	3990.02	246	0	24
2026.06.25	11:58:00	3989.97	3990.21	3988.44	3988.98	220	0	24
2026.06.25	11:59:00	3989.02	3989.35	3988.54	3989.16	156	0	26
2026.06.25	12:00:00	3989.15	3991.77	3989.14	3990.50	375	0	26
2026.06.25	12:01:00	3990.49	3992.40	3990.49	3992.23	368	0	24
2026.06.25	12:02:00	3992.21	3992.21	3990.10	3992.09	329	0	26
2026.06.25	12:03:00	3992.11	3993.68	3991.34	3993.46	286	0	26
2026.06.25	12:04:00	3993.47	3995.89	3993.35	3995.73	301	0	24
2026.06.25	12:05:00	3995.70	3996.48	3993.97	3994.64	248	0	24
2026.06.25	12:06:00	3994.68	3995.16	3994.22	3994.73	153	0	26
2026.06.25	12:07:00	3994.78	3995.77	3993.58	3993.89	222	0	26
2026.06.25	12:08:00	3993.85	3994.65	3992.61	3992.86	287	0	26
2026.06.25	12:09:00	3992.85	3993.91	3991.29	3991.34	262	0	26
2026.06.25	12:10:00	3991.36	3993.09	3990.86	3993.08	182	0	24
2026.06.25	12:11:00	3993.07	3993.60	3992.03	3993.08	199	0	26
2026.06.25	12:12:00	3993.04	3994.16	3992.68	3993.42	188	0	24
2026.06.25	12:13:00	3993.43	3993.73	3991.86	3992.02	190	0	24
2026.06.25	12:14:00	3992.05	3992.48	3990.98	3990.98	255	0	24
2026.06.25	12:15:00	3990.96	3991.32	3990.06	3990.94	237	0	24
2026.06.25	12:16:00	3990.95	3993.35	3990.38	3993.29	210	0	24
2026.06.25	12:17:00	3993.26	3993.52	3990.26	3990.80	215	0	26
2026.06.25	12:18:00	3990.76	3990.99	3989.38	3989.53	247	0	26
2026.06.25	12:19:00	3989.56	3991.10	3989.27	3991.04	243	0	24
2026.06.25	12:20:00	3991.00	3994.13	3990.93	3993.34	308	0	26
2026.06.25	12:21:00	3993.35	3993.76	3992.67	3992.73	156	0	24
2026.06.25	12:22:00	3992.79	3994.91	3992.46	3994.74	201	0	24
2026.06.25	12:23:00	3994.68	3995.26	3994.16	3994.20	190	0	26
2026.06.25	12:24:00	3994.21	3995.02	3993.58	3994.89	201	0	26
2026.06.25	12:25:00	3994.93	3995.29	3994.32	3994.33	172	0	24
2026.06.25	12:26:00	3994.34	3994.36	3992.92	3993.81	167	0	26
2026.06.25	12:27:00	3993.78	3994.04	3992.48	3993.80	195	0	24
2026.06.25	12:28:00	3993.79	3995.25	3993.35	3994.35	275	0	24
2026.06.25	12:29:00	3994.33	3994.98	3992.83	3993.93	284	0	24
2026.06.25	12:30:00	3993.94	3995.52	3993.90	3994.94	306	0	24
2026.06.25	12:31:00	3994.91	3996.03	3993.70	3994.40	301	0	24
2026.06.25	12:32:00	3994.30	3996.11	3993.35	3995.78	378	0	24
2026.06.25	12:33:00	3995.77	3997.32	3995.16	3997.32	295	0	24
2026.06.25	12:34:00	3997.25	3997.63	3993.63	3993.88	256	0	24
2026.06.25	12:35:00	3993.91	3994.00	3988.30	3989.50	272	0	24
2026.06.25	12:36:00	3989.49	3990.44	3987.46	3987.55	254	0	24
2026.06.25	12:37:00	3987.34	3991.80	3986.06	3991.51	396	0	24
2026.06.25	12:38:00	3991.48	3992.19	3991.29	3991.74	134	0	24
2026.06.25	12:39:00	3991.70	3993.11	3991.66	3991.99	159	0	24
2026.06.25	12:40:00	3991.93	3992.07	3990.27	3990.95	197	0	24
2026.06.25	12:41:00	3990.83	3990.91	3988.79	3990.03	240	0	26
2026.06.25	12:42:00	3990.11	3990.55	3988.96	3989.14	164	0	26
2026.06.25	12:43:00	3989.19	3990.17	3988.49	3988.50	227	0	25
2026.06.25	12:44:00	3988.46	3988.68	3987.20	3988.33	175	0	26
2026.06.25	12:45:00	3988.32	3989.32	3988.22	3988.72	209	0	26
2026.06.25	12:46:00	3988.70	3989.59	3988.47	3989.41	166	0	27
2026.06.25	12:47:00	3989.40	3990.05	3988.12	3989.07	259	0	25
2026.06.25	12:48:00	3989.13	3989.87	3988.43	3989.09	210	0	24
2026.06.25	12:49:00	3989.38	3990.04	3988.93	3988.95	224	0	24
2026.06.25	12:50:00	3988.93	3990.64	3988.73	3990.43	199	0	24
2026.06.25	12:51:00	3990.42	3992.12	3989.98	3991.03	248	0	26
2026.06.25	12:52:00	3990.89	3992.07	3990.79	3990.86	213	0	26
2026.06.25	12:53:00	3990.87	3990.89	3989.33	3989.91	163	0	26
2026.06.25	12:54:00	3989.70	3991.00	3989.10	3990.89	203	0	24
2026.06.25	12:55:00	3990.92	3991.85	3990.75	3991.08	156	0	24
2026.06.25	12:56:00	3991.06	3993.35	3991.06	3993.12	123	0	24
2026.06.25	12:57:00	3993.17	3993.17	3989.49	3989.59	252	0	26
